order_id,order_date,customer_id,customer_name,origin_channel,country_region,city,state,postal_code,region,category,sub_category,product_id,sales,quantity,discount,profit
US-2020-154872,2020-05-14,DP-13000,Darren Powers,Email,United States,Cleveland,Ohio,44105.0,East,Power Muesli,No Taste All Power,OFF-LA-10000973,5.04,2,0.2,1.764
CA-2017-137092,2017-10-20,LS-16975,Lindsay Shagiari,Facebook,United States,Chicago,Illinois,60653.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003510,24.424,1,0.2,7.9378
CA-2019-160941,2019-07-21,DK-12835,Damala Kotsonis,Sales,United States,Roseville,California,95661.0,West,Power Muesli,No Taste All Power,OFF-LA-10003766,3.15,1,0.0,1.512
CA-2017-164749,2017-03-23,BG-11740,Bruce Geld,Email,United States,Delray Beach,Florida,33445.0,South,Power Muesli,No Taste All Power,OFF-LA-10004484,9.912,3,0.2,3.2214
CA-2017-154095,2017-12-02,ON-18715,Odella Nelson,Sales,United States,Clinton,Maryland,20735.0,East,Power Muesli,No Taste All Power,OFF-LA-10000634,15.66,6,0.0,7.2036
CA-2019-123512,2019-06-17,MV-18190,Mike Vittorini,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,No Taste All Power,OFF-LA-10000081,22.5,6,0.0,10.8
CA-2017-130449,2017-09-06,VP-21760,Victoria Pisteka,Sales,United States,San Francisco,California,94109.0,West,Power Muesli,No Taste All Power,OFF-LA-10001934,58.48,8,0.0,27.4856
CA-2020-144498,2020-05-06,MB-18085,Mick Brown,Email,United States,Charlotte,North Carolina,28205.0,South,Power Muesli,No Taste All Power,OFF-LA-10003510,122.12,5,0.2,39.689
CA-2020-128328,2020-08-05,PO-18865,Patrick O'Donnell,Email,United States,Indianapolis,Indiana,46203.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003498,133.2,9,0.0,66.6
CA-2020-122175,2020-05-12,CA-12775,Cynthia Arntzen,Email,United States,Vineland,New Jersey,8360.0,East,Power Muesli,No Taste All Power,OFF-LA-10002271,6.16,2,0.0,2.9568
CA-2017-167724,2017-04-13,BF-11170,Ben Ferrer,Facebook,United States,Baltimore,Maryland,21215.0,East,Power Muesli,No Taste All Power,OFF-LA-10002368,7.83,3,0.0,3.6018
CA-2019-128811,2019-09-12,SF-20200,Sarah Foster,Email,United States,Seattle,Washington,98103.0,West,Power Muesli,No Taste All Power,OFF-LA-10003720,11.07,3,0.0,5.2029
CA-2018-141754,2018-12-20,EM-14200,Evan Minnotte,Facebook,United States,Miami,Florida,33142.0,South,Power Muesli,No Taste All Power,OFF-LA-10004093,11.696,2,0.2,3.9474
CA-2019-144764,2019-09-02,RL-19615,Rob Lucas,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,No Taste All Power,OFF-LA-10000240,29.24,5,0.2,9.8685
US-2019-147711,2019-09-03,HF-14995,Herbert Flentye,Email,United States,Baltimore,Maryland,21215.0,East,Power Muesli,No Taste All Power,OFF-LA-10004093,58.48,8,0.0,27.4856
CA-2020-142643,2020-10-15,DL-13495,Dionis Lloyd,Sales,United States,Thousand Oaks,California,91360.0,West,Power Muesli,No Taste All Power,OFF-LA-10003510,152.65,5,0.0,70.219
CA-2020-128965,2020-04-17,PS-18760,Pamela Stobb,Email,United States,Los Angeles,California,90008.0,West,Power Muesli,No Taste All Power,OFF-LA-10001404,7.38,2,0.0,3.4686
CA-2020-128965,2020-04-17,PS-18760,Pamela Stobb,Email,United States,Los Angeles,California,90008.0,West,Power Muesli,No Taste All Power,OFF-LA-10003190,23.04,8,0.0,11.2896
CA-2019-145009,2019-12-05,RF-19345,Randy Ferguson,Sales,United States,Chicago,Illinois,60610.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004853,11.952,3,0.2,3.8844
US-2019-121013,2019-09-05,MM-17920,Michael Moore,Email,United States,Chesapeake,Virginia,23320.0,South,Power Muesli,No Taste All Power,OFF-LA-10004545,25.06,2,0.0,11.7782
CA-2018-134257,2018-03-16,MS-17710,Maurice Satty,Email,United States,Auburn,Alabama,36830.0,South,Power Muesli,No Taste All Power,OFF-LA-10003930,491.55,5,0.0,240.8595
CA-2019-140046,2019-07-28,KM-16660,Khloe Miller,Email,United States,Los Angeles,California,90032.0,West,Power Muesli,No Taste All Power,OFF-LA-10000305,18.9,3,0.0,8.694
CA-2019-140382,2019-06-23,RD-19900,Ruben Dartt,Email,United States,San Francisco,California,94109.0,West,Power Muesli,No Taste All Power,OFF-LA-10001934,21.93,3,0.0,10.3071
CA-2018-112144,2018-06-28,CY-12745,Craig Yedwab,Sales,United States,Gilbert,Arizona,85234.0,West,Power Muesli,No Taste All Power,OFF-LA-10000443,5.904,2,0.2,1.9926
US-2019-154256,2019-06-23,SM-20005,Sally Matthias,Email,United States,New York City,New York,10035.0,East,Power Muesli,No Taste All Power,OFF-LA-10003720,25.83,7,0.0,12.1401
CA-2020-131653,2020-01-29,RD-19585,Rob Dowd,Email,United States,New York City,New York,10011.0,East,Power Muesli,No Taste All Power,OFF-LA-10001045,5.22,2,0.0,2.4012
CA-2020-126718,2020-04-29,KT-16480,Kean Thornton,Email,United States,Orange,New Jersey,7050.0,East,Power Muesli,No Taste All Power,OFF-LA-10004055,4.91,1,0.0,2.4059
CA-2017-116785,2017-04-26,MH-17290,Marc Harrigan,Facebook,United States,Los Angeles,California,90036.0,West,Power Muesli,No Taste All Power,OFF-LA-10000305,12.6,2,0.0,5.796
CA-2020-154949,2020-10-15,MC-17275,Marc Crier,Email,United States,Camarillo,California,93010.0,West,Power Muesli,No Taste All Power,OFF-LA-10002034,14.73,3,0.0,7.2177
US-2017-127978,2017-03-03,JS-15595,Jill Stevenson,Sales,United States,Columbus,Ohio,43229.0,East,Power Muesli,No Taste All Power,OFF-LA-10000305,15.12,3,0.2,4.914
CA-2019-116764,2019-08-27,EM-13825,Elizabeth Moffitt,Sales,United States,Hollywood,Florida,33021.0,South,Power Muesli,No Taste All Power,OFF-LA-10002473,9.216,4,0.2,3.3408
CA-2019-153661,2019-01-30,SC-20725,Steven Cartwright,Email,United States,San Francisco,California,94122.0,West,Power Muesli,No Taste All Power,OFF-LA-10004689,26.01,9,0.0,12.2247
US-2020-126053,2020-12-05,CS-11950,Carlos Soltero,Email,United States,New York City,New York,10024.0,East,Power Muesli,No Taste All Power,OFF-LA-10003766,9.45,3,0.0,4.536
CA-2017-116190,2017-07-26,SG-20470,Sheri Gordon,Email,United States,Atlanta,Georgia,30318.0,South,Power Muesli,No Taste All Power,OFF-LA-10002762,162.89,13,0.0,76.5583
CA-2019-151974,2019-09-22,RD-19660,Robert Dilbeck,Facebook,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,No Taste All Power,OFF-LA-10004484,16.52,5,0.2,5.369
CA-2018-110345,2018-03-09,TG-21310,Toby Gnade,Email,United States,Raleigh,North Carolina,27604.0,South,Power Muesli,No Taste All Power,OFF-LA-10001175,4.608,2,0.2,1.6704
CA-2019-105732,2019-09-13,AG-10270,Alejandro Grove,Email,United States,Omaha,Nebraska,68104.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004559,14.4,5,0.0,7.056
CA-2020-152079,2020-01-20,ML-17410,Maris LaWare,Email,United States,Chicago,Illinois,60653.0,Central,Power Muesli,No Taste All Power,OFF-LA-10001613,11.52,5,0.2,4.176
CA-2018-120446,2018-11-16,JG-15805,John Grady,Sales,United States,San Diego,California,92105.0,West,Power Muesli,No Taste All Power,OFF-LA-10003148,18.9,3,0.0,8.694
CA-2019-137743,2019-07-30,KH-16360,Katherine Hughes,Email,United States,Chicago,Illinois,60623.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003663,9.248,4,0.2,3.1212
US-2020-167920,2020-12-09,JL-15835,John Lee,Email,United States,Richmond,Kentucky,40475.0,South,Power Muesli,No Taste All Power,OFF-LA-10004409,5.76,2,0.0,2.6496
CA-2017-163223,2017-03-21,KH-16690,Kristen Hastings,Sales,United States,Springfield,Virginia,22153.0,South,Power Muesli,No Taste All Power,OFF-LA-10004409,14.4,5,0.0,6.624
US-2018-159499,2018-11-21,EM-14095,Eudokia Martin,Sales,United States,Phoenix,Arizona,85023.0,West,Power Muesli,No Taste All Power,OFF-LA-10003121,16.52,5,0.2,5.369
CA-2017-102330,2017-12-29,AI-10855,Arianne Irving,Email,United States,Brentwood,California,94513.0,West,Power Muesli,No Taste All Power,OFF-LA-10003923,88.8,6,0.0,44.4
US-2017-111353,2017-11-29,PB-19150,Philip Brown,Email,United States,New York City,New York,10009.0,East,Power Muesli,No Taste All Power,OFF-LA-10002762,25.06,2,0.0,11.7782
CA-2018-102260,2018-09-22,SJ-20125,Sanjit Jacobs,Facebook,United States,Franklin,Tennessee,37064.0,South,Power Muesli,No Taste All Power,OFF-LA-10003714,12.0,4,0.2,4.2
CA-2018-149083,2018-09-25,SH-19975,Sally Hughsby,Sales,United States,Seattle,Washington,98103.0,West,Power Muesli,No Taste All Power,OFF-LA-10002945,12.6,2,0.0,5.796
CA-2019-104311,2019-05-02,AS-10090,Adam Shillingsburg,Email,United States,Irving,Texas,75061.0,Central,Power Muesli,No Taste All Power,OFF-LA-10000973,5.04,2,0.2,1.764
CA-2019-101672,2019-10-03,DB-12910,Daniel Byrd,Facebook,United States,Lake Forest,California,92630.0,West,Power Muesli,No Taste All Power,OFF-LA-10002271,6.16,2,0.0,2.9568
CA-2018-148705,2018-03-12,EB-14170,Evan Bailliet,Email,United States,Charlotte,North Carolina,28205.0,South,Power Muesli,No Taste All Power,OFF-LA-10001641,5.04,2,0.2,1.764
CA-2019-125843,2019-08-13,RF-19840,Roy Französisch,Email,United States,Springfield,Virginia,22153.0,South,Power Muesli,No Taste All Power,OFF-LA-10003923,103.6,7,0.0,51.8
US-2019-117793,2019-08-23,MA-17560,Matt Abelman,Facebook,United States,Sheboygan,Wisconsin,53081.0,Central,Power Muesli,No Taste All Power,OFF-LA-10002945,25.2,4,0.0,11.592
US-2019-117793,2019-08-23,MA-17560,Matt Abelman,Facebook,United States,Sheboygan,Wisconsin,53081.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003537,37.59,3,0.0,17.6673
CA-2018-119690,2018-06-25,MV-17485,Mark Van Huff,Email,United States,Houston,Texas,77041.0,Central,Power Muesli,No Taste All Power,OFF-LA-10001613,4.608,2,0.2,1.6704
CA-2018-150714,2018-10-26,KH-16690,Kristen Hastings,Sales,United States,Springfield,Oregon,97477.0,West,Power Muesli,No Taste All Power,OFF-LA-10001474,146.544,6,0.2,47.6268
CA-2018-127502,2018-12-10,MT-17815,Meg Tillman,Email,United States,San Francisco,California,94110.0,West,Power Muesli,No Taste All Power,OFF-LA-10001613,5.76,2,0.0,2.8224
CA-2018-149846,2018-05-22,SB-20185,Sarah Brown,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,No Taste All Power,OFF-LA-10004484,8.26,2,0.0,3.7996
CA-2018-121776,2018-02-16,RD-19585,Rob Dowd,Email,United States,Los Angeles,California,90008.0,West,Power Muesli,No Taste All Power,OFF-LA-10002762,87.71,7,0.0,41.2237
CA-2019-100993,2019-02-05,AZ-10750,Annie Zypern,Email,United States,San Diego,California,92037.0,West,Power Muesli,No Taste All Power,OFF-LA-10003223,14.73,3,0.0,7.2177
US-2019-131058,2019-12-27,EM-14140,Eugene Moren,Facebook,United States,Santa Ana,California,92704.0,West,Power Muesli,No Taste All Power,OFF-LA-10001613,20.16,7,0.0,9.8784
CA-2017-114125,2017-07-09,GH-14410,Gary Hansen,Facebook,United States,Los Angeles,California,90049.0,West,Power Muesli,No Taste All Power,OFF-LA-10004559,2.88,1,0.0,1.4112
CA-2017-120775,2017-10-03,RD-19930,Russell D'Ascenzo,Email,United States,Dallas,Texas,75217.0,Central,Power Muesli,No Taste All Power,OFF-LA-10002271,4.928,2,0.2,1.7248
CA-2017-156244,2017-08-12,DH-13675,Duane Huffman,Facebook,United States,Miami,Florida,33180.0,South,Power Muesli,No Taste All Power,OFF-LA-10000443,2.952,1,0.2,0.9963
US-2018-158911,2018-07-05,RS-19765,Roland Schwarz,Sales,United States,Charlotte,North Carolina,28205.0,South,Power Muesli,No Taste All Power,OFF-LA-10003223,11.784,3,0.2,4.2717
US-2017-155544,2017-03-21,GM-14440,Gary McGarr,Email,United States,Knoxville,Tennessee,37918.0,South,Power Muesli,No Taste All Power,OFF-LA-10004544,59.2,5,0.2,22.2
CA-2018-169537,2018-09-03,JH-15820,John Huston,Email,United States,Holland,Michigan,49423.0,Central,Power Muesli,No Taste All Power,OFF-LA-10001982,7.5,2,0.0,3.6
US-2020-132031,2020-04-23,PN-18775,Parhena Norris,Facebook,United States,Clarksville,Tennessee,37042.0,South,Power Muesli,No Taste All Power,OFF-LA-10000081,3.0,1,0.2,1.05
US-2020-118535,2020-02-11,DJ-13510,Don Jones,Sales,United States,New York City,New York,10024.0,East,Power Muesli,No Taste All Power,OFF-LA-10001297,20.7,2,0.0,9.936
CA-2018-169677,2018-01-13,KS-16300,Karen Seio,Sales,United States,Columbus,Georgia,31907.0,South,Power Muesli,No Taste All Power,OFF-LA-10003223,9.82,2,0.0,4.8118
CA-2018-149566,2018-12-05,GB-14530,George Bell,Sales,United States,Los Angeles,California,90049.0,West,Power Muesli,No Taste All Power,OFF-LA-10000452,12.6,4,0.0,6.048
CA-2018-121132,2018-07-17,VB-21745,Victoria Brennan,Sales,United States,Houston,Texas,77041.0,Central,Power Muesli,No Taste All Power,OFF-LA-10002368,6.264,3,0.2,2.0358
CA-2019-132829,2019-12-23,LA-16780,Laura Armstrong,Sales,United States,Houston,Texas,77041.0,Central,Power Muesli,No Taste All Power,OFF-LA-10002945,45.36,9,0.2,14.742
CA-2019-111605,2019-12-27,JW-15955,Joni Wasserman,Email,United States,Louisville,Kentucky,40214.0,South,Power Muesli,No Taste All Power,OFF-LA-10002368,2.61,1,0.0,1.2006
CA-2019-165918,2019-09-10,BD-11770,Bryan Davis,Email,United States,Edmonds,Washington,98026.0,West,Power Muesli,No Taste All Power,OFF-LA-10003720,7.38,2,0.0,3.4686
CA-2018-108259,2018-11-08,NS-18640,Noel Staavos,Sales,United States,Jacksonville,North Carolina,28540.0,South,Power Muesli,No Taste All Power,OFF-LA-10002945,5.04,1,0.2,1.638
CA-2020-152198,2020-09-09,JD-16015,Joy Daniels,Email,United States,Toledo,Ohio,43615.0,East,Power Muesli,No Taste All Power,OFF-LA-10000443,17.712,6,0.2,5.9778
US-2020-129224,2020-03-17,AS-10630,Ann Steele,Facebook,United States,Knoxville,Tennessee,37918.0,South,Power Muesli,No Taste All Power,OFF-LA-10003190,4.608,2,0.2,1.6704
CA-2017-162992,2017-12-19,BP-11095,Bart Pistole,Sales,United States,Los Angeles,California,90008.0,West,Power Muesli,No Taste All Power,OFF-LA-10001934,14.62,2,0.0,6.8714
CA-2017-157644,2017-12-31,AH-10030,Aaron Hawkins,Sales,United States,New York City,New York,10035.0,East,Power Muesli,No Taste All Power,OFF-LA-10003148,18.9,3,0.0,8.694
US-2020-110646,2020-10-26,JF-15190,Jamie Frazer,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,No Taste All Power,OFF-LA-10001404,14.76,5,0.2,4.9815
CA-2018-115399,2018-12-19,AG-10900,Arthur Gainer,Email,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,No Taste All Power,OFF-LA-10003190,6.912,3,0.2,2.5056
US-2020-132675,2020-09-24,KF-16285,Karen Ferguson,Facebook,United States,Sandy Springs,Georgia,30328.0,South,Power Muesli,No Taste All Power,OFF-LA-10003766,15.75,5,0.0,7.56
CA-2018-125934,2018-09-11,SN-20560,Skye Norling,Facebook,United States,Paterson,New Jersey,7501.0,East,Power Muesli,No Taste All Power,OFF-LA-10000414,31.05,3,0.0,14.904
CA-2018-163237,2018-08-07,EM-14095,Eudokia Martin,Sales,United States,Springfield,Virginia,22153.0,South,Power Muesli,No Taste All Power,OFF-LA-10004545,25.06,2,0.0,11.7782
US-2019-126431,2019-07-01,SU-20665,Stephanie Ulpright,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,No Taste All Power,OFF-LA-10001474,30.53,1,0.0,14.0438
CA-2020-160661,2020-10-28,SA-20830,Sue Ann Reed,Email,United States,Everett,Massachusetts,2149.0,East,Power Muesli,No Taste All Power,OFF-LA-10002475,21.93,3,0.0,10.3071
CA-2020-102610,2020-11-04,CA-12265,Christina Anderson,Email,United States,Chattanooga,Tennessee,37421.0,South,Power Muesli,No Taste All Power,OFF-LA-10002195,4.928,2,0.2,1.7248
CA-2020-107825,2020-11-18,NB-18655,Nona Balk,Sales,United States,Milwaukee,Wisconsin,53209.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003720,7.38,2,0.0,3.4686
CA-2020-137463,2020-12-16,KM-16225,Kalyca Meade,Sales,United States,Sunnyvale,California,94086.0,West,Power Muesli,No Taste All Power,OFF-LA-10003498,44.4,3,0.0,22.2
CA-2018-136420,2018-11-20,CS-12250,Chris Selesnick,Sales,United States,San Diego,California,92024.0,West,Power Muesli,No Taste All Power,OFF-LA-10002762,50.12,4,0.0,23.5564
US-2018-132836,2018-06-01,AJ-10945,Ashley Jarboe,Email,United States,Detroit,Michigan,48227.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004178,28.91,7,0.0,13.2986
US-2019-155971,2019-06-06,RB-19795,Ross Baird,Facebook,United States,Los Angeles,California,90036.0,West,Power Muesli,No Taste All Power,OFF-LA-10000452,22.05,7,0.0,10.584
US-2020-120908,2020-09-30,BF-10975,Barbara Fisher,Sales,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,No Taste All Power,OFF-LA-10004677,20.664,7,0.2,6.9741
CA-2020-103212,2020-10-13,MH-18025,Michelle Huthwaite,Email,United States,Lafayette,Louisiana,70506.0,South,Power Muesli,No Taste All Power,OFF-LA-10000248,11.07,3,0.0,5.2029
CA-2017-168368,2017-02-11,GA-14725,Guy Armstrong,Email,United States,Columbia,Missouri,65203.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004853,14.94,3,0.0,6.8724
CA-2020-122539,2020-12-01,SC-20305,Sean Christensen,Email,United States,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,No Taste All Power,OFF-LA-10004853,15.936,4,0.2,5.1792
CA-2020-102218,2020-09-02,LW-17215,Luke Weiss,Email,United States,Fort Collins,Colorado,80525.0,West,Power Muesli,No Taste All Power,OFF-LA-10002475,11.696,2,0.2,3.9474
CA-2020-148642,2020-03-06,DW-13540,Don Weiss,Email,United States,Dallas,Texas,75220.0,Central,Power Muesli,No Taste All Power,OFF-LA-10000134,4.928,2,0.2,1.7248
CA-2020-110198,2020-05-01,AG-10900,Arthur Gainer,Email,United States,Coral Springs,Florida,33065.0,South,Power Muesli,No Taste All Power,OFF-LA-10004409,4.608,2,0.2,1.4976
CA-2017-155264,2017-10-19,RP-19270,Rachel Payne,Sales,United States,San Francisco,California,94110.0,West,Power Muesli,No Taste All Power,OFF-LA-10002787,18.75,5,0.0,9.0
CA-2017-125997,2017-09-20,MW-18220,Mitch Webber,Email,United States,New York City,New York,10011.0,East,Power Muesli,No Taste All Power,OFF-LA-10002762,75.18,6,0.0,35.3346
CA-2018-111864,2018-06-19,PP-18955,Paul Prost,Facebook,United States,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,No Taste All Power,OFF-LA-10004677,5.904,2,0.2,1.9926
CA-2018-168277,2018-05-29,KB-16315,Karl Braun,Email,United States,Indianapolis,Indiana,46203.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004484,12.39,3,0.0,5.6994
US-2019-148957,2019-09-17,CC-12430,Chuck Clark,Facebook,United States,Redmond,Washington,98052.0,West,Power Muesli,No Taste All Power,OFF-LA-10002195,12.32,4,0.0,5.9136
CA-2017-109127,2017-12-21,JC-15775,John Castell,Email,United States,Newark,Delaware,19711.0,East,Power Muesli,No Taste All Power,OFF-LA-10004409,17.28,6,0.0,7.9488
CA-2018-100818,2018-05-31,JM-15265,Janet Molinari,Sales,United States,Chicago,Illinois,60653.0,Central,Power Muesli,No Taste All Power,OFF-LA-10000443,5.904,2,0.2,1.9926
CA-2018-123939,2018-08-24,MS-17710,Maurice Satty,Email,United States,Bowling Green,Ohio,43402.0,East,Power Muesli,No Taste All Power,OFF-LA-10003190,6.912,3,0.2,2.5056
CA-2018-135251,2018-08-06,RP-19270,Rachel Payne,Sales,United States,Houston,Texas,77095.0,Central,Power Muesli,No Taste All Power,OFF-LA-10004544,35.52,3,0.2,13.32
CA-2019-129280,2019-05-03,SM-20905,Susan MacKendrick,Email,United States,Newark,Ohio,43055.0,East,Power Muesli,No Taste All Power,OFF-LA-10000081,6.0,2,0.2,2.1
CA-2018-113131,2018-09-24,MB-17305,Maria Bertelson,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,No Taste All Power,OFF-LA-10003510,24.424,1,0.2,7.9378
CA-2020-117128,2020-12-05,BF-11080,Bart Folk,Email,United States,New York City,New York,10024.0,East,Power Muesli,No Taste All Power,OFF-LA-10000248,11.07,3,0.0,5.2029
CA-2019-130638,2019-05-16,SC-20095,Sanjit Chand,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,No Taste All Power,OFF-LA-10002195,27.72,9,0.0,13.3056
CA-2017-100860,2017-03-26,CS-12505,Cindy Stewart,Email,United States,Pomona,California,91767.0,West,Power Muesli,No Taste All Power,OFF-LA-10001982,18.75,5,0.0,9.0
CA-2020-145275,2020-04-02,AH-10465,Amy Hunt,Email,United States,Decatur,Alabama,35601.0,South,Power Muesli,No Taste All Power,OFF-LA-10001569,14.94,3,0.0,6.8724
CA-2020-122770,2020-12-13,EP-13915,Emily Phan,Email,United States,San Francisco,California,94122.0,West,Power Muesli,No Taste All Power,OFF-LA-10004559,8.64,3,0.0,4.2336
CA-2017-144281,2017-06-10,HK-14890,Heather Kirkland,Sales,United States,Detroit,Michigan,48234.0,Central,Power Muesli,No Taste All Power,OFF-LA-10003930,491.55,5,0.0,240.8595
CA-2020-131303,2020-11-28,EP-13915,Emily Phan,Email,United States,San Diego,California,92037.0,West,Power Muesli,No Taste All Power,OFF-LA-10001074,62.65,5,0.0,29.4455
CA-2019-137127,2019-06-16,JJ-15445,Jennifer Jackson,Email,United States,Newark,Delaware,19711.0,East,Power Muesli,No Taste All Power,OFF-LA-10001641,9.45,3,0.0,4.536
CA-2020-113705,2020-03-27,LC-16870,Lena Cacioppo,Email,United States,Richmond,Virginia,23223.0,South,Power Muesli,No Taste All Power,OFF-LA-10000476,8.26,2,0.0,3.7996
CA-2018-162201,2018-06-08,AG-10495,Andrew Gjertsen,Sales,United States,Saint Petersburg,Florida,33710.0,South,Power Muesli,No Taste All Power,OFF-LA-10001982,9.0,3,0.2,3.15
US-2019-125402,2019-09-25,DL-12865,Dan Lawera,Email,United States,Long Beach,California,90805.0,West,Power Muesli,No Taste All Power,OFF-LA-10003923,29.6,2,0.0,14.8
US-2019-125402,2019-09-25,DL-12865,Dan Lawera,Email,United States,Long Beach,California,90805.0,West,Power Muesli,No Taste All Power,OFF-LA-10001771,4.98,1,0.0,2.2908
CA-2017-163867,2017-06-03,RE-19450,Richard Eichhorn,Email,United States,Decatur,Illinois,62521.0,Central,Power Muesli,No Taste All Power,OFF-LA-10001771,15.936,4,0.2,5.1792
CA-2018-132388,2018-10-10,KN-16390,Katherine Nockton,Sales,United States,Santa Barbara,California,93101.0,West,Power Muesli,No Taste All Power,OFF-LA-10000414,31.05,3,0.0,14.904
CA-2020-163566,2020-08-03,TB-21055,Ted Butterfield,Email,United States,Fairfield,Ohio,45014.0,East,Power Muesli,No Taste All Power,OFF-LA-10004484,16.52,5,0.2,5.369
CA-2018-100251,2018-05-17,DV-13465,Dianna Vittorini,Email,United States,Long Beach,New York,11561.0,East,Power Muesli,No Taste All Power,OFF-LA-10003766,31.5,10,0.0,15.12
CA-2020-114412,2020-04-15,AA-10480,Andrew Allen,Email,United States,Concord,North Carolina,28027.0,South,Power Muesli,Nuts and more,OFF-PA-10002365,15.552,3,0.2,5.4432
CA-2020-107727,2020-10-19,MA-17560,Matt Abelman,Facebook,United States,Houston,Texas,77095.0,Central,Power Muesli,Nuts and more,OFF-PA-10000249,29.472,3,0.2,9.9468
CA-2019-111682,2019-06-17,TB-21055,Ted Butterfield,Email,United States,Troy,New York,12180.0,East,Power Muesli,Nuts and more,OFF-PA-10001569,32.4,5,0.0,15.552
CA-2019-111682,2019-06-17,TB-21055,Ted Butterfield,Email,United States,Troy,New York,12180.0,East,Power Muesli,Nuts and more,OFF-PA-10000587,14.56,2,0.0,6.9888
CA-2018-135545,2018-11-24,KM-16720,Kunst Miller,Email,United States,Los Angeles,California,90004.0,West,Power Muesli,Nuts and more,OFF-PA-10003892,146.73,3,0.0,68.9631
CA-2019-119823,2019-06-04,KD-16270,Karen Daniels,Email,United States,Springfield,Virginia,22153.0,South,Power Muesli,Nuts and more,OFF-PA-10000482,75.88,2,0.0,35.6636
CA-2020-114440,2020-09-14,TB-21520,Tracy Blumstein,Email,United States,Jackson,Michigan,49201.0,Central,Power Muesli,Nuts and more,OFF-PA-10004675,19.05,3,0.0,8.763
CA-2019-109806,2019-09-17,JS-15685,Jim Sink,Sales,United States,Los Angeles,California,90036.0,West,Power Muesli,Nuts and more,OFF-PA-10000304,6.48,1,0.0,3.1104
CA-2018-149587,2018-01-31,KB-16315,Karl Braun,Email,United States,Minneapolis,Minnesota,55407.0,Central,Power Muesli,Nuts and more,OFF-PA-10003177,12.96,2,0.0,6.2208
CA-2019-158568,2019-08-29,RB-19465,Rick Bensley,Facebook,United States,Chicago,Illinois,60610.0,Central,Power Muesli,Nuts and more,OFF-PA-10003256,64.624,7,0.2,22.6184
CA-2019-129903,2019-12-01,GZ-14470,Gary Zandusky,Email,United States,Rochester,Minnesota,55901.0,Central,Power Muesli,Nuts and more,OFF-PA-10004040,23.92,4,0.0,11.7208
CA-2017-115259,2017-08-25,RC-19960,Ryan Crowe,Email,United States,Columbus,Ohio,43229.0,East,Power Muesli,Nuts and more,OFF-PA-10004965,23.976,3,0.2,7.4925
US-2020-164147,2020-02-02,DW-13585,Dorothy Wardle,Sales,United States,Columbus,Ohio,43229.0,East,Power Muesli,Nuts and more,OFF-PA-10002377,78.304,2,0.2,29.364
CA-2019-145583,2019-10-13,LC-16885,Lena Creighton,Email,United States,Roseville,California,95661.0,West,Power Muesli,Nuts and more,OFF-PA-10001804,20.04,3,0.0,9.6192
CA-2019-145583,2019-10-13,LC-16885,Lena Creighton,Email,United States,Roseville,California,95661.0,West,Power Muesli,Nuts and more,OFF-PA-10001736,35.44,1,0.0,16.6568
CA-2020-106180,2020-09-18,SH-19975,Sally Hughsby,Sales,United States,San Francisco,California,94122.0,West,Power Muesli,Nuts and more,OFF-PA-10004327,143.7,3,0.0,68.976
CA-2018-124919,2018-05-31,SP-20650,Stephanie Phelps,Sales,United States,San Jose,California,95123.0,West,Power Muesli,Nuts and more,OFF-PA-10001950,58.38,7,0.0,26.271
CA-2018-124919,2018-05-31,SP-20650,Stephanie Phelps,Sales,United States,San Jose,California,95123.0,West,Power Muesli,Nuts and more,OFF-PA-10002254,105.52,4,0.0,48.5392
CA-2019-162733,2019-05-11,TT-21070,Ted Trevino,Email,United States,Los Angeles,California,90045.0,West,Power Muesli,Nuts and more,OFF-PA-10002751,5.98,1,0.0,2.691
CA-2017-118962,2017-08-05,CS-12130,Chad Sievert,Email,United States,Los Angeles,California,90004.0,West,Power Muesli,Nuts and more,OFF-PA-10000659,20.94,3,0.0,9.8418
CA-2017-118962,2017-08-05,CS-12130,Chad Sievert,Email,United States,Los Angeles,California,90004.0,West,Power Muesli,Nuts and more,OFF-PA-10001144,110.96,2,0.0,53.2608
